,Review Number,Reviewer Rating,Review,Result,Rating Result,Label
3228,3229,1,이게 바로 불쾌한 골짜기구나.,부정,부정,0
3230,3231,10,진짜 너무 재미있고 좋았음 이 영화 나오고 15번 이상은 봄,긍정,긍정,0
3231,3232,10,캣츠를 감히 평가하기가... 뮤지컬이 훨씬 감동이지만 ost는.정말 최고예요..ㅠㅠ 감사합니다,긍정,긍정,0
3232,3233,2,진짜 최악입니다 여려분,부정,부정,0
3233,3234,2,배역이 너무 안맞아서인지 노래를 들어도 별감흥이 없다 주관적으로 그리자벨라좀 억지스럽다,부정,부정,0
3234,3235,4,테일러 스위프트때매 봤는데 테일러 겁나 조금 나와;;,긍정,부정,1
3235,3236,8,"CG로 표현되는 부분이 이질감이 있긴 하지만 배우들의 감정 표정연기, 노래 충분히 봐줄만 하다. 세종문화회관가서 Cat's 공연을 봐봐야 그 이질감을 정확히 알겠지만....그건 요원함",긍정,긍정,0
3237,3238,1,cg가 정말 최악이에요,부정,부정,0
3238,3239,1,우웩. 호기심이 고양이를 죽인다고 넷플에서 볼수있다고 틀었던 나를 후회한다....아아..진짜 왜왜왜왜?? 혹시나 싶어 주요 넘버를 돌려봤지만 노..노노노.노..메모리도 구리고 최애 럼텀터거도 좆망...진짜 욕밖에 안...,부정,부정,0
3239,3240,1,가관이네요 ....고양이징그럽다해서 안볼려고했었는데그건문제도아니예요,부정,부정,0
3240,3241,8,이게 사람이 분명 연기한건데 꼬리랑 귀랑 몸통이 고양이처럼 CG처리되니까 사람이 연기한것처럼 안보여서 멋지다 대단하다 이런 느낌이 안들었어요.. 솔직히 별로라는거 알고 본거라 그래도 생각보다 괜찮았오요. 지루한데 털...,부정,긍정,1
3241,3242,2,아 이게 뭐노...ㅎ히ㅤㅎㅡㅎ하ㅤㅎㅗㅎㅤㅎㅜㅎ,부정,부정,0
3242,3243,1,세상에.... 캐릭터들이 징그러워서 못보겠음.,부정,부정,0
3243,3244,1,4대 뮤지컬 중 하나인 캣츠를 이렇게 망쳐놓았네. 각각의 넘버들도 제대로 살리지도 못하고 영상에만 치중한듯. 특히 럼덤터거는 진짜ㅠ 내 최애캐인데 에휴.,부정,부정,0
3244,3245,1,이건 정말로 최악이다.,부정,부정,0
3245,3246,10,전 너무 좋았어용 ♡ 연기나 노래 스토리도 재밌었던건 같아요,긍정,긍정,0
3246,3247,8,사람들이 재미 없다고 해서 안 봤는데 이건 개인 차가 있는거 같아요 저는 넷ㅇ릭ㅇ으로 보게 되었는데 진진하게 봤던거같아요 이 영화의 내용 보다 뮤지컬 하는 모습이 너무 좋았어요 잔잔한 내용이고 고양이의 삶을 한번 돌...,긍정,긍정,0
3247,3248,6,뮤지컬캣츠 보고싶네요...그래도 익숙한얼굴들이 나오는 건 좋았네요...개봉했을당시에 하도 혹평들을 많이 봐서 생각보다는 괜찮았네요영화관에서 봤으면 또 달랐을 거 같지만 집에서 봐서 볼만했어요,긍정,부정,1
3250,3251,1,시밧 젭라 안 본 눈 삽니다.,부정,부정,0
3251,3252,10,5년 전에 봤던 뮤지컬을 영화로 다시 보니까 고양이들 좀 섬뜩하긴한데 그래도 좋네요 ㅎㅎ,긍정,긍정,0
3252,3253,7,너무너무 좋았어요 노래가..,긍정,부정,1
3253,3254,3,OOOO 이게뭐야 ㅠㅠ,부정,부정,0
3254,3255,1,오지게 지루함 시작 5분만에 잠듬,부정,부정,0
3256,3257,5,굳이 영화로 만들 이유가 있었나,부정,부정,0
3258,3259,1,감독이랑 cg팀 뭔일 있었냐?,부정,부정,0
3259,3260,2,이야 여기 팝콘 꿀맛이네,부정,부정,0
3260,3261,1,눈갱을 원한다면 이걸 봐라,긍정,부정,1
3261,3262,1,밑에 평에 '님들이 만들어 보던가요 님은 이거에 반에 반이라도 만들 수 있나요?' 라고 말하면서 댓글 수준 논하시는 분  심각하게 물어볼게요 .. 진심이세요? 우리는 영화의 소비자이고 돈을 지불하고 영...,부정,부정,0
3262,3263,10,이 영화를 보고 불쾌한 골짜기 현상이 사라졌습니다,부정,긍정,1
3263,3264,7,유비쿼터스 뮤지컬에 머물고 말았다.,부정,부정,0
3264,3265,1,보고 나서 감독이 누군데 하고 봤는데 이상하다...그동안 멀쩡히 잘만들던 감독이 었는데... 대체 왜???...,부정,부정,0
3265,3266,1,평상시 잠을 잘때도 흘리지 않는 침을..이 영화를 보다 침을 질질 흘리며 잘 잤어요흥겨운 뮤지컬 영화라기보단 심신을 평안하게 해주어 아주 꿀잠을 잘수있게 해주는 영화 같네요^^이 영화를 재밋게 보려면 영화를 봄과 동...,부정,부정,0
3266,3267,6,ㅅ.ㅂ 신나지 않아..,부정,부정,0
3267,3268,6,노래는 너무 잘 부르고 너무 좋은데...,긍정,부정,1
3268,3269,4,그냥저냥 캣츠니 보러 간거니까,부정,부정,0
3269,3270,7,테일러 스위프트는 주연이 아닌데..성룡 영화라고 해놓고선 성룡 살짝 나오는...그런 느낌?,긍정,부정,1
3270,3271,6,고양이 분장은 평처럼 역겨울 수준은 아니였구요. 배우들의 연기가 살렸습니다. ost야 워낙 유명하니까 당연히 좋았구요.,긍정,부정,1
3271,3272,6,하도 망작이라길래 진짜 기대 안하고 봤는데 그렇게 까지 망작은 아닙니다. 다른 망작들에 비해. 워낙 기대가 컸던 만큼 욕을 더 먹는거란 생각이 드네요. 스토리 빼곤 다 괜찮습니다. 뮤지컬이 워낙 흥행하고 좋으니까 더...,부정,부정,0
3272,3273,2,보다가 두번이나 잤다.  덕분에 불면증이 치료,부정,부정,0
3273,3274,7,"연말에 손꼽아 기대하고 봤는데 뮤지컬 안 본 입장에선 도대체 뭘 말하고 싶은지 이해도 안되고 감동이 없음. 분명 보여지는 건 화려하고 고양이 분장도 거부감 없이 괜찮았는데, 뮤지컬을 보면 느껴지는 특유의 흥이 안느껴...",부정,부정,0
3274,3275,2,원작과 차이가 많이나는것 같고 일단은 영상미가 너무 C/G 같은 느낌이 강하네요..ㅠㅠ  역시 뮤지컬로 보는게 더 좋은거 같았다는 생각이..ㅠㅠ,긍정,부정,1
3275,3276,4,기술적 진보가 작품성을 담보하진 않는다,긍정,부정,1
3276,3277,8,"명작 뮤지컬 캣츠를 스크린으로 옮긴 뮤지컬 영화. 무대에서만 느낄 수 있는 압도감을 대신할 무언가가 더 필요하지 않았나 싶지만, 여전히 그 춤과 그 음악의 마성이 살아있는 매력적인 작품이다. 다만, CG로 구현한 고...",긍정,긍정,0
3277,3278,1,그냥 음악을 찾아듣는게 나을듯,부정,부정,0
3278,3279,5,전체적으로 지루합니다. 노래도 다 비슷하게 들리고 뮤지컬 영화 좋아하는데 조금만 더 연출을 잘했으면 어땠을까하는 아쉬움이 많은 작품이네요.,부정,부정,0
3279,3280,2,진짜 쓰레기네 차라리 3d 애니로 하지 그랬냐,부정,부정,0
3280,3281,9,빅토리아 고양이 이쁘다,긍정,긍정,0
3281,3282,5,2시간동안의 노래지옥,긍정,부정,1
3282,3283,1,"역대급이네 ㆍㆍㆍㆍ,",긍정,부정,1
3283,3284,3,"아무리 뮤지컬영화라지만, 어찌저리 영화내내 노래만 쳐불러대냐.",부정,부정,0
3284,3285,6,"그냥 캣츠 뮤지컬. 뮤지컬 캣츠가 시를 바탕으로 한거라 줄거리 없는데 영화도 줄거리가 없이 나올 줄이야,,",부정,부정,0
3285,3286,1,꽤 섬세한 분장은 분명 잘 만든것 같으면서도 볼 때마다 흠칫 놀란다. 인간의 한계란게 있어 고양이의 느낌을 담아내지 못했다. 내가 아는 고양이의 우아한 동작은 분명 저것과 다른데. 수많은 기회와 기술의 힘을 빌릴 수...,긍정,부정,1
3286,3287,1,불면증인데 푸욱자고 나았어요 불면증 치료영화,부정,부정,0
3287,3288,2,초반에 지루해서 잠이들어서 중간부터 봤는데 옆자리에 있는 분은 끝났는데도 잠이들어있더군요....,부정,부정,0
3288,3289,4,처음부터 지루하더니 끝까지 지루한...영화관에서 난생처음 자봤네요ㅠㅠ,부정,부정,0
3289,3290,1,"원작 캣츠는 사람이 연기함에도 그들의 전체 몸짓이 마치고양이 인듯한 착각으로 감동을 준다면, 영화의 캣츠는 얼굴 CG로만 고양이 임을 부각 시키는것 같다. 귀움직임에만 cg 올인했나 싶을 정도.. 몸의 고양이스러운 ...",부정,부정,0
3290,3291,6,일단 내용은 거의 없는거나 다름 없는 내용임. 차라리 꼬마 애들보는 극장판 만화가 이것보다 스토리가 충실할거 같음. 노래랑 안무는 꽤 봐줄만하긴 한데 그거 빼곤 없음.,부정,부정,0
3291,3292,6,감동적인 부분은 엄청 감동적인데 그거 빼고는 진짜 별로임,부정,부정,0
3292,3293,8,흥미로운 내용이면서도 좋은 음악까지 있어 재밌게 볼수 있었던것 같네요,긍정,긍정,0
3293,3294,4,고양이들의 움직임이 눈호강이 되지 않았고 멋지다는 생각이 들지 않았다...노래는 좋았다. 그게 다라서 추천하기는 어려울 것 같다.,긍정,부정,1
3294,3295,9,재미와 매력이 있는 영화! 장르도 완전 내 취향!,긍정,긍정,0
3295,3296,6,역시 선진국이라서 다르네요. 우리나라도 길냥이들 중성화 수술 시급합니다,부정,부정,0
3296,3297,8,뮤지컬 영화 좋아하시는 분들은 재밌을거예요-! ㅎㅎ,긍정,긍정,0
3297,3298,8,연말에 보기 안성맞춤 !!><,긍정,긍정,0
3298,3299,5,ㄴㄱㅁ ㅅㅂ ㅅㄷㅅㄷ ㅇㄹㄱ ㅈㅁㅇㄴ ㅇㅎㄴ ㅊㅇㅇㄷ,부정,부정,0
3299,3300,10,음악만 들어도 좋은 영화입니다,긍정,긍정,0
3300,3301,6,캣츠 때문에 뮤지컬 장르 자체에 트라우마가 생긴 1인으로서 제발 영화로 스토리라도 이해하고 싶어서 봤습니다. 뮤지컬보다 백배 낫더군요. 최소한 입체적이고 볼거리가 많아요. 출중한 감독님인데 하필 차기작을 캣츠로 고르...,긍정,부정,1
3301,3302,9,가벼운 마음으로 즐기기 딱 좋은 영화~,긍정,긍정,0
3303,3304,5,그나마 메모리만 다른건 다 지루하다,부정,부정,0
3305,3306,7,아 진짜 배우들 연기도 노래도 좋고 다 좋은데 그놈의 불쾌한 고양이가 진짜ㅋㅋㅋㅋ,긍정,부정,1
3308,3309,4,젤리클과 교감할 수있는 뮤지컬을 추천 합니다.넘나 졸렸음!,부정,부정,0
3309,3310,7,크리스마스날 볼려구 예약했었는데 ㅠ 좀 별로였어요옛날에 봤던거랑 기본적으로 똑같은거 같은데 그냥 별로였어요:(,부정,부정,0
3310,3311,6,저는 별 1개 주고싶은데 옆에서 여자친구가 3개로 바꿔서 어쩔수없이 3개로 합니다처음 5분보고 잘잣습니다 감사합니다,긍정,부정,1
3311,3312,6,솔직히 초중반은 졸려서...옆 커플 남자분은 코골고 ㅠㅠ 벗뜨 ~ 메모리 할때부턴 눈가촉촉해지드라 ㅠㅠ,부정,부정,0
3312,3313,8,꽤 괜찮던데 ㅋㅋ 남만그런가 ㅋㅋ,긍정,긍정,0
3313,3314,7,영상미가 아쉽네요 ㅠ 중반부 까지는 지루했는데 후반부에 조금 재밌었어요. 뮤지컬영화 좋아하는 분들은 괜찮을 것 같은데 아닌분들은 비추합니다,부정,부정,0
3314,3315,2,"영화 보는 내내 주변에서 뭔가 쏟는걸 느꼈는데.. 옆사람도 그러길래 자세히 보니 팝콘이였어요.,잠들다 쏟았는지 쏟고나서 놀란 눈을 하고 있었어요..전 끝까지 졸음 참고 다 봤습니다!그런데 옆에 있던 여자친구는 없더군...",부정,부정,0
3315,3316,10,"다 좋은데,화려하면 관객 시선이 집중이 될 수 있을 듯.스위프트 넘 이쁘고 메모리 노래 하나만 들어도 만족 될 수 있는 영화입니다.",긍정,긍정,0
3317,3318,6,CG를 좀더 줄였으면 더 좋았을 거라고 생각합니다..사실 뮤지컬을 저는 못봐서 뮤지컬 같은 사실적인걸 기대했는데 CG범벅이라서 좀 아쉬었습니다..,부정,부정,0
3318,3319,8,생각보다 괜찮았음.근데 스토리가 부족해서 지루할수도.,부정,긍정,1
3319,3320,6,앞에 한시간 버리고요.  뒤에 40분은 볼만해요.,부정,부정,0
3320,3321,7,메모리에서 소름 돋았지만 그전까진 노래에 노래의연속이라 살짝 지루했다..,부정,부정,0
3321,3322,6,메모리 좋은거야 인정 근데 스토리가 뭔 아무런 기승전결이 업어유...,부정,부정,0
3322,3323,1,뮤지컬로 보세요 월드타워 슈퍼플렉스g에서 봤는데도 졸렸어요,부정,부정,0
3323,3324,4,호불호 매우 갈릴 수 있어요. 뮤지컬 영화 좋아하는 편인데도 사람같은 고양이 모습에 집중이 안되었습니다 ㅠㅠ,부정,부정,0
3325,3326,2,진짜 먼영화인지도 모르겠고 빨리 끝났으면 좋겠다라는 생각만 하게하는영화 도중에 자는관객도 있음,부정,부정,0
3326,3327,2,악. . 실수했네요. 다른 분들은 좋은 선택하시길,긍정,부정,1
3327,3328,1,뿌직12345678,부정,부정,0
3328,3329,1,조금 있으면 재미있을거야 조금 있으면 몰입할거야조금 있으면 끝날거야..ㅠ이러다 끝남,긍정,부정,1
3329,3330,3,톰 후퍼도 힘겨워 한 것 같은 고양이들만의 세계에서 배울 점.,긍정,부정,1
3330,3331,6,"엄청 졸았네요... 크리스마스이브 저녁이라 사람들 엄청 많았는데 주변 사람들 대부분 졸고 계셨어요... 영화 끝났을 때 거의 다 기지개 폈는데 이제 끝났구나, 잘잤다의 느낌이였어요..ㅋㅋㅋㅋ",부정,부정,0
3331,3332,4,캣츠 뮤지컬을 2번이나 봤는데 기억의 여운이 가시질않아 영화를 봤는데 실제뮤지컬에 비해 감동이 떨어지는것같고 약간 지루했네요... 하지만 메모리는 최고!!  메모리 부르는 장면빼고는 그냥...감동 여운 암것도 없음....,긍정,부정,1
3332,3333,2,중반이후부터 그나마볼만함음악영화무조건보는데 스토리 배경 주인공 다 실망ㅠㅠ,부정,부정,0
3333,3334,10,부모님이랑 또 보고싶어요^^,긍정,긍정,0
3334,3335,7,"내뒤에 앉으신분, 다 끝났는데 모르고 계속 주무심ㅜㅜ 헐리웃스타일 뮤지컬영화 기대했다면 실망할수있음주의.",긍정,부정,1
3336,3337,9,memory 노래에서 소 오 름~~~,부정,긍정,1
3337,3338,10,음악이정말 좋앗다 ㅋㅋㅋ즐거웠음,긍정,긍정,0
3338,3339,8,영화로 처음 접했는데Memory 빼고는 아쉬운것 같다.오페라의 유령이나 레미저러블에 비해 스토리나 감정선도 부실하고 임팩트있는곡도 많이없는게 아쉽다.,부정,긍정,1
3339,3340,1,OOO기 영화.,부정,부정,0
3340,3341,10,너무 감동적이고 진짜 영화 뮤지컬이 아닌 진짜 뮤지컬 같았어요 또 보고싶어요,긍정,긍정,0
3341,3342,10,저 지금 수원ak cgv인데요 보다가 여자친구 두고 나와 똥싸고 있는데다시 들어가기가 싫네요,부정,긍정,1
3342,3343,2,영화보다나온건 20년만이다,부정,부정,0
3343,3344,2,2시간 내내 지속되는 고양이 자기 소개.,긍정,부정,1
3344,3345,10,뮤지컬과 달리 CG 가 들어가고 등장인물의 성별이 바뀌거나 매력도가 떨어지는 캐스팅이 있어 처음에는 아쉽고 서운했습니다.하지만 보면 볼수록 익숙해지고 영화만의 장점을 살려서 표정연기 화면전환 장소 변경 소품 등이 뮤...,긍정,긍정,0
3345,3346,6,메모리빼고 볼거없음 갓직컬보러가셈,부정,부정,0
3346,3347,10,진짜 괜찮은 영화에요!ㅋㅋ,긍정,긍정,0
3347,3348,10,l0e3cvkm8,부정,긍정,1
3348,3349,9,돈이아깝진 않던데요 ㅋㅋ 이정도면ㄹ뭐,부정,긍정,1
3349,3350,10,영화에서 들을 수있었던 음악이 좋았습니다,긍정,긍정,0
3350,3351,1,유튜브가 훨씬 재밌다 브로드웨이에서 유명하다해서 봤는데 ㅋㅋ,긍정,부정,1
3351,3352,10,러닝타임시간동안 잘 관람하고 왔습니다~,긍정,긍정,0
3352,3353,9,뮤지컬 만큼이나 잘만들어진 영화ㅎㅎ,긍정,긍정,0
3353,3354,10,귀가 호강한다는게 이런거쥬?,긍정,긍정,0
3354,3355,6,나만 어지러웠나?초반 15분 멀미날 정도로 어지러웠음,부정,부정,0
3355,3356,10,뮤지컬은 너무 비싸서 못 ㅤㅂㅘㅅ는데 ㅋㅋㅋ 영화로라도 볼 수 있어서 좋았어요!,긍정,긍정,0
3356,3357,10,재밌게 잘 보고 왔습니다! 마지막까지 소름 돋았어요!,긍정,긍정,0
3357,3358,10,노래는 좋은 것 같네요...ㅎㅎ,긍정,긍정,0
3358,3359,10,"노래, 퍼포먼스 다 만족합니다",긍정,긍정,0
3359,3360,6,뮤지컬은 고양이라는 팍 들었다면 영화는 너무 사람 느낌이었다,긍정,부정,1
3360,3361,10,노래만 계속 계속 듣고싶다,긍정,긍정,0
3361,3362,6,CG 티 너무 많이 나서 집중이 좀 안됨.,부정,부정,0
3362,3363,4,글쎄!뭔가 어렵다~~,부정,부정,0
3363,3364,5,"전 뮤지컬은 본적 없습니다. 너~~~무 재미 없네요.그래픽은 죽이는데, 이게 음.... ㅠㅠ",부정,부정,0
3364,3365,7,마지막에 관객에게 말 거는 부분 빼곤 재밌었습니다. 뮤지컬 영화 좋아하시는 분만 추천드려요.,긍정,부정,1
3365,3366,8,뮤지컬 좋아해서 뮤지컬영화 꼭보는데 기대에는 못미쳤지만 재미있게 봤어요 하이라이트 전까지 너무 이야기도 길고 흐름도 딱히 없어서 힘든데 원래 그러니까요 뭐...,부정,긍정,1
3366,3367,2,미안해요 잤어요.뭐 이런 영화가 다있나,부정,부정,0
3367,3368,9,현란한 퍼포먼스! 멋있었습니다,긍정,긍정,0
3368,3369,9,초반은 살짝 지루했지만 중반부터 뮤지컬 영화 특유의 감동을 잘 담아낸듯,긍정,긍정,0
3369,3370,8,재있게 봤습니다ㅋㅋ 볼만하던데요,긍정,긍정,0
3370,3371,10,재미있게 잘 봤어요ㅎ 추천합니다^^,긍정,긍정,0
3371,3372,10,역시 이런 영화는 영화관에서 봐야 제 맛,부정,긍정,1
3372,3373,10,평점 왜이렇게 낮은거지..징그럽나?,긍정,긍정,0
3373,3374,10,음악은 진짜 개쩔ㅋㅋ 흥미진진!!,긍정,긍정,0
3374,3375,10,진짜 연기 다들 너무 잘해;; 누구하나 연기로 빠지는게 없다..,긍정,긍정,0
3375,3376,10,볼거리도 많고 줄거리도 좋네요!!,긍정,긍정,0
3376,3377,8,음악 때문이라도 사운드 빵빵한 곳에서 보세요~,긍정,긍정,0
3377,3378,8,뮤지컬의 음악과 스토리가 좋았음,긍정,긍정,0
3378,3379,10,배우들 연기는 너무 좋았습니다,긍정,긍정,0
3379,3380,10,개인적으로 좋아하는 장르라 재밌게 봤네요.,긍정,긍정,0
3380,3381,8,생각보다 재밌네요!~ 첨에 걱정했는데 나뿌지 않아요,긍정,긍정,0
3381,3382,10,정말 잼있어요. 최고에요~,긍정,긍정,0
3382,3383,8,꽤 흥미로운 설정에 주제에 오랜만에 재밌게 본 뮤지컬영화,긍정,긍정,0
3383,3384,10,노래 장난 아니던데ㅋㅋ 연기도 좋았지만 음악이 너무 좋앗음,긍정,긍정,0
3384,3385,10,볼수록 볼거리가 많아서 시간가는줄 몰랐어요,긍정,긍정,0
3385,3386,8,군무할ㅤㄸㅒㅤ도 멋지고 진짜 최곳 ㅠㅠ,긍정,긍정,0
3386,3387,1,"야!!!!옹!!! 뭔말인지모르겠죠?저도그렇습니다..시작하자마자10분만에한커플 나감..나는진짜 그사람들이 잘생각한듯,이걸영화라고ㅜㅜ노래만계속부르구ㅠㅠ 제발보지마..흑흑",부정,부정,0
3387,3388,10,너무 멋있고 좋은영화네요!!,긍정,긍정,0
3388,3389,10,프란체스카헤이워드 최고!,긍정,긍정,0
3389,3390,10,스토리 신경안쓰고 보면 좋습니다.,부정,긍정,1
3390,3391,10,내용도 빵빵하고 내가 좋아하는 뮤지컬로만든 영화라서 재밌고 흥미롭게 봤다,긍정,긍정,0
3391,3392,2,개의 등장이후 고양이에게 일어난 최악의일,부정,부정,0
3393,3394,8,음악이 제대로 담긴 영화,긍정,긍정,0
3394,3395,10,그냥 어떻게 만들었나 싶다..,긍정,긍정,0
3395,3396,8,메모리를 극장에서 듣게 될 줄은 몰랐는데.. 듣는 순간 전율이 쫙 올라오다라구요ㅋㅋㅋㅠ 개인적으로는 조금 아쉬운 점도 있었지만 노래도 너무 좋았고 가볍게 보기 좋았던 것 같아요,긍정,긍정,0
3396,3397,10,감동적이네..뮤지컬보다 와닿았음,긍정,긍정,0
3398,3399,10,메모리 한소절만으로도 다햇음,긍정,긍정,0
3399,3400,4,이상성욕자들의 타락한 본디지 파티,부정,부정,0
3400,3401,10,초반에 살짝 지루했지만 전체적으로 재밌었어요,긍정,긍정,0
3401,3402,1,아니 스토리가 없자나 스토리가. 글구 테일러 스위프트는 마지막에 조연급으로 나오고 메모리즈 마지막만 전율이지 그외 그닥,부정,부정,0
3402,3403,2,스토리가 없다보니 잠이 솔솔 오는 당황스러운 영화,부정,부정,0
3403,3404,6,드림걸스에 에디였군.. 역시 노래 잘하신다 기대 안하고 가서야 하고요 사운드 좋고 큰 화면에서 보셔야 합니다 방금 보고 나왔습니다,긍정,부정,1
3404,3405,1,핵노잼 개노잼 돈아까워 알바 개많아,부정,부정,0
3406,3407,9,분위기랑 음악이 좋았다,긍정,긍정,0
3407,3408,2,"배우들의 캐스팅이 대단했지만 정말 메모리빼곤 연출, 노래, 묘사가 별로였음.",부정,부정,0
3409,3410,10,이 영화야말로 역대급 뮤직힐링!,긍정,긍정,0
3410,3411,4,연기자들의 연출은 끔찍했다. 하지만 애초에 음악을 위해 봤기에 나쁘지 않았고 조금의 감동이 있었다. 하지만 테일러 스위프트의 연기가 부족함을 느꼈고 그녀의 팬을 악용하기 위해 부족한 연기를 가진 자를 주연을 넣은게 ...,긍정,부정,1
3411,3412,10,재미있습니다.같이 간 동생은 조금 지루하다했는데저는정말 재미있게 잘봤습니다~^^영상미 연출 배우들 다 좋았습니다~!!!,긍정,긍정,0
3413,3414,10,뭐지 나만재밌었나봐 2번봤는데,부정,긍정,1
3414,3415,1,내평생 최고로 재미없는 영화...  지루하게 기괴한 영화..돈아까워 죽는줄....,부정,부정,0
3415,3416,2,이런노래가지고 이렇게 재미없게 만들기도 쉽지않음,부정,부정,0
3416,3417,1,안 봤지만 댓글만 보면 이미 다 본거 같은 느낌,부정,부정,0
3417,3418,2,"음악도 별로, 스토리도 별로라는걸 알리기 위해 감독이 노력했다. 거기다 배우 매력도 노래 실력도 다 사라져버렸다.요즘 코로나 바이러스 때문에 난리인데, 홈 뮤지컬로 연출할게 아녔으면, 차라리 영상미를 신경쓰던가;;;...",부정,부정,0
3418,3419,3,연출도 징그러운 느낌인데 .. 배우들이 뮤지컬에 비해서 노래를 너무 못해서 뮤지컬이랑 계속 비교되서 집중이 안됨..,부정,부정,0
3419,3420,6,이게 무슨 골짜기 인가 그거냐 ㄷㄷㄷ,부정,부정,0
3420,3421,1,개봉 당일에 봤던 사람으로서 1점 줄 자격이 있다고 생각한다,긍정,부정,1
3421,3422,2,.... 분장이 아쉽네요 뮤지컬 보세요 제발 ㅠㅠ,긍정,부정,1
3422,3423,2,어색한 CG는 문제가 아니였음.  진짜 문제는 영화 속 본인들만 본인들의 이야기를 즐긴다는 것. 제 2의 레미제라블을 기대하고 온 나에게 캣츠는 너무 가혹했다.... 캣츠보고 싶은 사람은 영화가 아닌 예고편을 봐라 ...,부정,부정,0
3423,3424,2,자기들끼리 젤리클 젤리클선택 계속 떠들면서 처음부터 끝까지 돌아가면서 소개만하고 마지막에 혼자 떠돌던 그리자벨라 와서 memory 한 번 부르고 젤리클선택 받아서 고양이 천국 가면서 끝. 고양이들에게 크림 한 접시 ...,부정,부정,0
3425,3426,4,뮤지컬도 원래 고양이 소개만 하고 끝나는건데... 그래서 욕먹는 거 같다 굳이 영화로 하겠다고 했으면 무대에서 표현하기 어려운 스토리를 넣던지 특정 고양이만 잡아서 스토리텔링을 하던지... 짧은 시간 뮤지컬과 같은 ...,부정,부정,0
3426,3427,1,아우~~ 평점 쓰려고 잠시 영화 생각했는데도 졸립네요.,부정,부정,0
3427,3428,2,뭔 영화가 이 따우냐...,부정,부정,0
3428,3429,1,다들 좋다고 떠드는 메모리즈를 보기까지 견뎌야하는 고통이 너무나 크다.,긍정,부정,1
3429,3430,1,내가 진짜 어지간한 영화는 재밌게 보는데..,긍정,부정,1
3430,3431,2,겨울방학 숙제로 이걸 본 내가 레전드ㅋㅋㅋㅋ,긍정,부정,1
3431,3432,1,전 영화평도 잘안남기고 뮤지컬장르영화를 상당히 좋아하지만 사실 노잼이에요..40분뒤에 정확히 잠이옵니다,부정,부정,0
3432,3433,1,메모리 무슨 울면서 녹음했어?,부정,부정,0
3433,3434,1,뮤지컬 캣츠에 사과하라... 열심히 연기한 배우들에게 사과하라...난 정말 캣츠의 팬이었는데 너무너무 화가 났다.,부정,부정,0
3434,3435,1,굉장히 지루하다!! 10분보다 껐다그리고 와서 평점보니 잘했다는 생각밖에 안든다!,부정,부정,0
3435,3436,1,ㅋㅋ와,긍정,부정,1
3436,3437,1,하하하ㅤㅎㅏㅋ하하 배우분들이 다들 너무 못생겨서 웃긴영화네요 하하하하...눈알 뽀개고 싶으신분만 가서 보세요.,부정,부정,0
3437,3438,2,그냥 예전 캣츠 뮤지컬 DVD 보다 못햇음. 영상이나 대사 모두 동일하게 세트장에서 뮤지컬 녹화한거같음. 영화라고 CG를 좀 썼는데 말도안되는 퀄리티와 안써도 될 부분들을 써서 두고두고 욕먹을꺼임.,부정,부정,0
3438,3439,10,뮤직컬 보고 영화도 본 1인으로써 바퀴벌레씬만 없었으면 뮤직컬을 그대로 영화화한게 참 잘됫음 무엇보다 ost 노래나올때마다 좀 반가ㅤㅇㅝㅅ음 사실 영화보다 뮤직컬보고 영화를 ㅤㅂㅘㅅ어야 공감대가 성형됩니다.,긍정,긍정,0
3439,3440,1,"세계4대뮤지컬(오페라의유령, 레미제라블, 미스사이공,캣츠)중 안본 작품이 캣츠였는데 찾아보니 뮤지컬도 별 내용 없다고 하더만 진짜 이런 내용이라면 뮤지컬을 안보기 정말 잘했다는 생각이 들었음. 지루하기 짝이 없고 무...",부정,부정,0
3440,3441,3,뮤지컬만 3번 볼 정도로 내 인생 최고의 뮤지컬인데 영화는 매우 실망스럽네요.,부정,부정,0
3441,3442,6,계속 비슷한 내용이라 지루한느낌이 강했음,부정,부정,0
3442,3443,4,조금 지루했지만 나름 감동적이였습니다,긍정,부정,1
3443,3444,3,음....? 너무 노래만...,부정,부정,0
3444,3445,1,내 인생에서 처음으로 영화관에서 뛰쳐나오고 싶어질 정도로 재미가 없었다.,부정,부정,0
3445,3446,4,"영화라는 매체의 특성을 제대로 살리지 못하고 원작 뮤지컬을 그대로 흉내내는 것에 그친 비운의 작품. 관객이 원한 것은 사실에 가까운 CG효과보다, 뮤지컬 캣츠를 뛰어넘는 스토리와 감동이었다.",긍정,부정,1
3446,3447,1,중학생들이 영화찍은거 같다. 장소 2개나옴. 최악. 내가 저 배우들 데리고 찍으면 더 잘 찍을 자신있다는 생각을 처음하게 해준 영화,부정,부정,0
3447,3448,1,고양이 학대와 다를 게 뭐란 말인가?,부정,부정,0
3448,3449,6,와... 레미제라블 감독과 뮤지컬 명작 캣츠가 만나 고양이 똥을 만즐어 내다니;; 세상사 참,부정,부정,0
3449,3450,1,내 인생 최악에영화 최악,부정,부정,0
3450,3451,1,"별로라고 하는 데에는 다 이유가 있었는데 왜 고집했을까요,,,",부정,부정,0
3451,3452,1,최악이에요. 알바조심.,부정,부정,0
3452,3453,1,진짜 원레 영화관가서 보면 자지는 않는데 가족3명가서 다잤다ㅋㅋ,부정,부정,0
3453,3454,1,'OO'점부터 '게시판' '조도'가,부정,부정,0
